# 
# 
# 
Name RA dec g SNR sigma_LB lgM dchi2 lgtau z_ph z_ph_plus z_ph_minus z_sp "z_sp source" W1-W2 lgF Field z_simb r_z_simb z_ozdes z_desi z_best ID comment
J032856.54-280846.74 52.2356 -28.1463 20.2 21.9 16.6 "$11.0 \pm 0.1$" 25.2 "$2.1 \pm 0.5$" 0.28 0.04 0.01 nan None 0.7 nan SN-C3 0.2489 2012MNRAS.426.3334M 0.2478100061416626 -1.0 0.2478100061416626 217 ""
J033105.78-273023.58 52.7741 -27.5066 21.5 7.2 11.7 "$10.3 \pm 0.3$" 0.5 "$2.5 \pm 0.9$" 1.1 0.05 0.30 nan None 0.9 nan SN-C3 -1.0 "" -1.0 -1.0 1.1 218 ""
J033002.95-273248.41 52.5123 -27.5468 20.1 21.8 14.1 "$10.0 \pm 0.5$" 0.8 "$1.4 \pm 0.2$" 0.55 0.15 0.20 0.527 2dF 0.7 nan SN-C3 0.5271 2012MNRAS.426.3334M 0.5269399881362915 -1.0 0.5269399881362915 219 ""
J033017.79-273420.45 52.5741 -27.5723 21.7 24.0 18.3 "$9.8 \pm 0.3$" 0.3 "$1.9 \pm 0.2$" 0.31 0.02 0.01 nan None 0.3 nan SN-C3 -1.0 "" -1.0 -1.0 0.31 220 ""
J033231.22-273708.19 53.1301 -27.6189 20.1 4.8 3.3 "$9.4 \pm 0.1$" 3.6 "$2.0 \pm 0.7$" 0.11 0.03 0.05 0.1231 2dF 0.3 nan SN-C3 -1.0 "" -1.0 -1.0 0.1231 221 ""
J033321.08-273912.03 53.3379 -27.6533 20.3 24.1 18.2 "$10.1 \pm 0.3$" 0.4 "$1.9 \pm 0.4$" 1.15 0.55 0.30 1.2341 2dF 0.9 -13.97 SN-C3 1.235 2010ApJS..191..124S 1.2341899871826172 -1.0 1.2341899871826172 222 ""
J033321.88-274049.56 53.3412 -27.6804 20.6 6.0 3.9 "$9.6 \pm 0.2$" 6.5 "$3.0 \pm 1.0$" 0.15 0.03 0.02 0.1483 2dF 0.7 nan SN-C3 0.1482 2012MNRAS.426.3334M -1.0 -1.0 0.1482 223 ""
J033202.72-274311.14 53.0114 -27.7198 19.8 8.9 4.7 "$10.5 \pm 0.1$" 22.7 "$2.3 \pm 0.8$" 0.18 0.07 0.01 0.1469 2dF 0.2 nan SN-C3 0.14702 2012MNRAS.425.2116C -1.0 -1.0 0.14702 224 ""
J033217.15-274303.63 53.0715 -27.7177 22.5 9.3 14.9 "$10.4 \pm 0.2$" 2.6 "$2.2 \pm 0.4$" 0.49 0.01 0.04 0.5656 ACES 0.4 -14.35 SN-C3 0.569 2010ApJS..191..124S -1.0 -1.0 0.569 225 ""
J033259.06-274339.86 53.2461 -27.7277 21.8 15.8 14.7 "$10.8 \pm 0.2$" 1.3 "$2.3 \pm 0.6$" 0.75 0.05 0.04 0.7327 2dF -0.0 -14.45 SN-C3 0.733 2010ApJS..191..124S 0.7324399948120117 -1.0 0.7324399948120117 226 ""
J032711.03-280002.91 51.796 -28.0008 21.5 17.3 13.1 "$10.0 \pm 0.3$" 0.3 "$1.5 \pm 0.2$" 0.4 0.02 0.04 nan None 0.8 nan SN-C3 -1.0 "" -1.0 -1.0 0.4 227 ""
J032723.33-275657.10 51.8472 -27.9492 21.1 20.8 16.4 "$10.5 \pm 0.2$" 1.1 "$1.5 \pm 0.2$" 0.35 0.01 0.02 0.4635 2dF 0.6 nan SN-C3 -1.0 "" 0.4636099934577942 -1.0 0.4636099934577942 228 ""
J032754.46-275938.56 51.9769 -27.994 21.7 8.6 14.3 "$10.9 \pm 0.2$" 2.1 "$2.0 \pm 0.5$" 0.73 0.02 0.02 nan None -0.1 nan SN-C3 -1.0 "" 0.6305999755859375 -1.0 0.6305999755859375 229 ""
J032907.91-281645.70 52.283 -28.2794 21.9 18.4 5.5 "$8.9 \pm 0.3$" 0.7 "$-2.4 \pm 0.1$" 0.25 0.01 0.03 nan None 18.1 nan SN-C3 -1.0 "" -1.0 -1.0 0.25 230 ""
J032856.36-282116.29 52.2348 -28.3545 22.1 6.4 14.4 "$10.6 \pm 0.4$" 0.1 "$3.0 \pm 0.7$" 1.2 0.10 0.20 nan None 1.1 nan SN-C3 -1.0 "" -1.0 -1.0 1.2 231 ""
J032847.54-282314.07 52.1981 -28.3872 21.6 22.6 18.0 "$10.4 \pm 0.5$" 0.0 "$2.1 \pm 0.5$" 0.92 0.04 0.03 nan None 0.5 nan SN-C3 0.697 2017AJ....153..107T 0.6970000267028809 -1.0 0.6970000267028809 232 ""
J032659.73-281623.16 51.7489 -28.2731 20.9 11.1 3.7 "$10.2 \pm 0.1$" 3.3 "$2.4 \pm 0.8$" 0.25 0.02 0.02 nan None 0.4 nan SN-C3 -1.0 "" 0.21490000188350677 -1.0 0.21490000188350677 233 ""
J032700.07-281652.95 51.7503 -28.2814 22.2 17.7 16.4 "$10.6 \pm 0.5$" 0.2 "$2.8 \pm 0.8$" 0.94 0.01 0.03 nan None 0.3 nan SN-C3 -1.0 "" -1.0 -1.0 0.94 234 ""
J032830.37-282508.59 52.1266 -28.4191 22.2 14.1 3.0 "$9.9 \pm 0.1$" 6.7 "$-5.0 \pm 19.7$" 0.22 0.02 0.03 nan None 0.5 nan SN-C3 -1.0 "" -1.0 -1.0 0.22 235 ""
J032705.26-282205.49 51.7719 -28.3682 21.9 10.6 14.4 "$10.7 \pm 0.1$" 4.5 "$2.1 \pm 0.4$" 0.47 0.01 0.02 nan None 0.3 nan SN-C3 -1.0 "" -1.0 -1.0 0.47 236 ""
J032717.00-282339.09 51.8208 -28.3942 22.0 17.5 14.3 "$9.9 \pm 0.2$" 1.0 "$1.6 \pm 0.2$" 0.32 0.01 0.04 0.3829 2dF 0.6 nan SN-C3 -1.0 "" -1.0 -1.0 0.3829 237 ""
J033009.72-282139.05 52.5405 -28.3608 22.7 19.7 17.1 "$9.7 \pm 0.4$" 0.1 "$3.0 \pm 0.7$" 1.4 0.15 0.25 nan None 1.1 nan SN-C3 -1.0 "" -1.0 -1.0 1.4 238 ""
J032908.62-275254.93 52.2859 -27.8819 23.2 9.5 8.3 "$9.5 \pm 0.6$" 0.1 "$1.9 \pm 0.8$" 1.06 0.01 0.02 nan None 1.0 nan SN-C3 -1.0 "" -1.0 -1.0 1.06 239 ""
J033127.81-272910.54 52.8659 -27.4863 21.6 14.2 15.0 "$9.7 \pm 0.5$" 0.1 "$1.9 \pm 0.5$" 1.45 0.30 0.05 nan None 0.9 nan SN-C3 -1.0 "" -1.0 -1.0 1.45 240 ""
J033208.67-273112.08 53.0361 -27.52 22.9 4.8 7.5 "$9.8 \pm 0.4$" 0.4 "$1.3 \pm 0.3$" 1.3 0.10 0.15 nan None 17.8 nan SN-C3 -1.0 "" 1.3766800165176392 -1.0 1.3766800165176392 241 ""
J032836.00-280016.23 52.15 -28.0045 21.5 13.6 13.2 "$10.5 \pm 0.4$" 0.5 "$1.8 \pm 0.3$" 0.97 0.04 0.02 nan None 0.1 nan SN-C3 -1.0 "" 0.9667999744415283 -1.0 0.9667999744415283 242 ""
J032940.97-280521.98 52.4207 -28.0894 20.8 6.4 4.5 "$7.9 \pm 0.1$" 8.1 "$1.8 \pm 1.1$" 0.09 0.01 0.04 0.0809 2dF nan nan SN-C3 -1.0 "" -1.0 -1.0 0.0809 243 ""
J032859.28-280433.15 52.247 -28.0759 22.2 6.0 7.7 "$10.3 \pm 0.5$" 0.4 "$1.8 \pm 0.3$" 0.99 0.02 0.02 nan None 0.5 nan SN-C3 -1.0 "" -1.0 -1.0 0.99 244 ""
J032831.56-280429.22 52.1315 -28.0748 20.4 5.9 10.2 "$10.8 \pm 0.1$" 12.8 "$2.0 \pm 0.4$" 0.3 0.06 0.05 0.3078 2dF 0.5 nan SN-C3 -1.0 "" 0.3073500096797943 -1.0 0.3073500096797943 245 ""
J032902.06-280409.71 52.2586 -28.0694 19.8 8.5 5.4 "$8.3 \pm 0.2$" 5.0 "$2.0 \pm 0.7$" 0.07 0.04 0.04 0.1528 2dF nan nan SN-C3 -1.0 "" -1.0 -1.0 0.1528 246 ""
J032902.11-280407.85 52.2588 -28.0688 20.0 12.5 6.2 "$8.9 \pm 0.1$" 3.7 "$2.3 \pm 1.1$" 0.11 0.03 0.06 0.1527 2dF 0.1 nan SN-C3 -1.0 "" -1.0 -1.0 0.1527 247 ""
J033300.77-275520.80 53.2532 -27.9224 21.5 23.7 17.5 "$9.5 \pm 0.4$" 0.1 "$2.6 \pm 0.9$" 0.91 0.05 0.03 2.0033 ACES 0.4 nan SN-C3 -1.0 "" -1.0 -1.0 2.0052 248 "Bad quality SIMBAD, so script automatically ignore the redshift. Instead, I manually add the redshift."
J033119.45-274432.80 52.831 -27.7424 23.3 10.8 11.6 "$10.1 \pm 0.5$" 0.1 "$1.8 \pm 0.4$" 1.05 0.15 0.15 1.2163 ACES 0.7 -14.45 SN-C3 1.218 2010ApJS..191..124S -1.0 -1.0 1.218 249 ""
J033134.38-274433.74 52.8933 -27.7427 22.8 7.0 9.2 "$10.1 \pm 0.5$" 0.4 "$2.0 \pm 0.5$" 1.0 0.03 0.02 1.0382 ACES 18.0 -14.56 SN-C3 1.03824 2012MNRAS.425.2116C -1.0 -1.0 1.03824 250 ""
J033039.22-274540.41 52.6634 -27.7612 22.7 14.2 3.6 "$8.8 \pm 0.3$" 0.5 "$-2.5 \pm 0.1$" 0.27 0.01 0.02 nan None nan nan SN-C3 -1.0 "" 0.2673400044441223 -1.0 0.2673400044441223 251 ""
J033038.95-274541.12 52.6623 -27.7614 22.5 13.0 5.1 "$10.9 \pm 0.2$" 2.3 "$-2.1 \pm 0.8$" 0.88 0.02 0.03 nan None 0.4 nan SN-C3 -1.0 "" 0.8977299928665161 -1.0 0.8977299928665161 252 ""
J032910.94-280957.69 52.2956 -28.166 22.0 11.2 12.6 "$10.4 \pm 0.1$" 4.8 "$2.0 \pm 0.3$" 0.4 0.02 0.01 nan None 0.2 nan SN-C3 -1.0 "" -1.0 -1.0 0.4 253 ""
J032945.05-281211.38 52.4377 -28.2032 20.4 23.6 18.6 "$10.1 \pm 0.5$" 0.2 "$2.0 \pm 0.3$" 0.31 0.14 0.03 0.3373 2dF 0.6 nan SN-C3 -1.0 "" -1.0 -1.0 0.3373 254 ""
J032928.57-281116.74 52.3691 -28.188 22.5 11.2 13.9 "$11.3 \pm 0.2$" 2.4 "$2.3 \pm 0.7$" 1.09 0.02 0.01 0.9761 2dF 0.5 nan SN-C3 -1.0 "" 0.9761000275611877 -1.0 0.9761000275611877 255 ""
J032811.99-273911.47 52.05 -27.6532 22.5 13.9 14.9 "$11.0 \pm 0.2$" 1.4 "$2.4 \pm 0.8$" 0.86 0.08 0.01 nan None 0.5 nan SN-C3 -1.0 "" 0.7977200150489807 -1.0 0.7977200150489807 256 ""
J033321.71-273014.81 53.3404 -27.5041 23.4 9.9 3.8 "$7.1 \pm 0.6$" 0.1 "$-1.5 \pm 1.1$" 0.11 0.01 0.01 nan None 18.4 nan SN-C3 -1.0 "" -1.0 -1.0 0.11 257 ""
J033300.59-273457.58 53.2525 -27.5827 22.6 9.6 12.3 "$11.0 \pm 0.2$" 0.6 "$1.7 \pm 0.3$" 1.02 0.04 0.05 nan None 0.5 -13.97 SN-C3 1.118 2010ApJS..191..124S -1.0 -1.0 1.118 258 ""
J032702.66-275014.23 51.7611 -27.8373 22.2 20.5 16.7 "$10.3 \pm 0.6$" 0.2 "$2.4 \pm 0.8$" 1.0 0.10 0.05 nan None 0.4 nan SN-C3 -1.0 "" -1.0 -1.0 1.0 259 ""
J033120.77-275649.28 52.8366 -27.947 21.5 23.3 17.5 "$10.1 \pm 0.6$" 0.3 "$1.6 \pm 0.2$" 0.7 0.40 0.40 0.6806 ACES 0.6 -13.82 SN-C3 -1.0 "" -1.0 -1.0 0.6806 260 ""
J033210.20-281420.84 53.0425 -28.2391 21.8 9.5 12.3 "$10.2 \pm 0.4$" 0.1 "$2.6 \pm 0.8$" 0.98 0.02 0.02 nan None 0.7 nan SN-C3 -1.0 "" -1.0 -1.0 0.98 261 ""
J033200.54-280523.52 53.0023 -28.0899 23.0 11.2 5.2 "$8.1 \pm 0.3$" 0.5 "$0.5 \pm 0.3$" 0.2 0.04 0.01 nan None nan nan SN-C3 -1.0 "" -1.0 -1.0 0.2 262 ""
J033226.49-280520.08 53.1104 -28.0889 23.3 12.2 4.9 "$6.4 \pm 0.6$" 0.0 "$1.5 \pm 0.7$" 0.04 0.01 0.03 nan None nan nan SN-C3 -1.0 "" -1.0 -1.0 0.04 263 ""
J033136.60-280524.71 52.9025 -28.0902 23.3 10.5 4.3 "$9.0 \pm 0.5$" 0.1 "$0.0 \pm 0.4$" 0.47 0.01 0.02 nan None 18.4 nan SN-C3 -1.0 "" -1.0 -1.0 0.47 264 ""
J032914.33-282634.90 52.3097 -28.443 20.3 11.1 3.3 "$10.2 \pm 0.1$" 2.3 "$-2.5 \pm 0.4$" 0.25 0.08 0.07 0.2456 2dF 0.5 nan SN-C3 -1.0 "" -1.0 -1.0 0.2456 265 ""
J033214.61-285127.52 53.0609 -28.8576 22.2 5.9 13.5 "$11.3 \pm 0.1$" 5.8 "$2.5 \pm 0.8$" 0.83 0.02 0.03 nan None 0.2 nan SN-C3 -1.0 "" 0.797510027885437 -1.0 0.797510027885437 266 ""
J033241.82-284710.59 53.1743 -28.7863 21.7 9.1 14.7 "$10.0 \pm 0.4$" 0.3 "$2.3 \pm 0.7$" 0.95 0.20 0.15 nan None 0.8 nan SN-C3 -1.0 "" 0.9262700080871582 -1.0 0.9262700080871582 267 ""
J033319.50-284815.94 53.3312 -28.8044 22.5 12.3 13.5 "$10.9 \pm 0.2$" 1.2 "$2.4 \pm 0.7$" 0.86 0.06 0.02 nan None 16.5 nan SN-C3 -1.0 "" -1.0 -1.0 0.86 268 ""
J033021.32-283236.80 52.5888 -28.5436 22.6 20.0 17.0 "$10.9 \pm 0.2$" 1.5 "$2.8 \pm 0.7$" 0.8 0.02 0.04 nan None 0.5 nan SN-C3 -1.0 "" 0.6945400238037109 -1.0 0.6945400238037109 269 ""
J033306.79-280914.44 53.2783 -28.154 21.6 19.9 15.5 "$9.9 \pm 0.5$" 0.1 "$1.6 \pm 0.2$" 0.65 0.40 0.20 0.6551 2dF 0.6 nan SN-C3 -1.0 "" -1.0 -1.0 0.6551 270 ""
J033249.24-280903.16 53.2052 -28.1509 22.7 13.8 13.4 "$7.3 \pm 0.4$" 0.3 "$2.5 \pm 0.7$" 0.12 0.02 0.02 nan None nan nan SN-C3 -1.0 "" -1.0 -1.0 0.12 271 ""
J033114.28-282003.59 52.8095 -28.3343 21.3 18.2 16.9 "$10.4 \pm 0.1$" 2.4 "$2.4 \pm 0.6$" 0.32 0.03 0.04 nan None 0.4 nan SN-C3 -1.0 "" -1.0 -1.0 0.32 272 ""
J033246.03-282232.19 53.1918 -28.3756 19.7 25.9 19.7 "$10.0 \pm 0.4$" 0.3 "$2.7 \pm 0.8$" 0.8 0.15 0.15 0.8396 2dF 0.9 nan SN-C3 0.8394 2012MNRAS.426.3334M 0.8389099836349487 -1.0 0.8389099836349487 273 ""
J033314.30-282004.95 53.3096 -28.3347 22.2 8.9 10.7 "$10.7 \pm 0.3$" 0.3 "$1.6 \pm 0.2$" 1.1 0.10 0.05 nan None 0.8 nan SN-C3 -1.0 "" 1.0073399543762207 -1.0 1.0073399543762207 274 ""
J033249.84-280514.66 53.2077 -28.0874 21.5 23.2 17.8 "$10.0 \pm 0.3$" 0.2 "$2.2 \pm 0.6$" 1.4 0.05 0.10 nan None 0.7 nan SN-C3 -1.0 "" 1.5216100215911865 -1.0 1.5216100215911865 275 ""
J033247.91-280117.49 53.1996 -28.0215 23.7 9.6 7.5 "$8.5 \pm 0.5$" 0.0 "$2.2 \pm 0.5$" 0.61 0.01 0.02 0.2141 2dF nan nan SN-C3 -1.0 "" -1.0 -1.0 0.2141 276 ""
J032955.96-280938.42 52.4832 -28.1607 20.8 16.1 14.0 "$8.3 \pm 0.5$" 0.1 "$1.6 \pm 0.2$" 0.12 0.03 0.01 nan None 0.8 nan SN-C3 0.6312 2009ApJ...707.1779E -1.0 -1.0 0.6312 277 ""
J032938.17-285014.52 52.4091 -28.8374 21.6 12.6 13.1 "$9.8 \pm 0.2$" 1.5 "$2.3 \pm 0.5$" 0.23 0.01 0.01 nan None 0.2 nan SN-C3 0.75 2012MNRAS.426.3334M -1.0 -1.0 0.75 278 ""
J032914.16-285359.75 52.309 -28.8999 21.0 24.6 18.6 "$9.2 \pm 0.5$" 0.0 "$2.8 \pm 0.8$" 0.7 0.25 0.20 1.5947 2dF 0.9 nan SN-C3 1.5957 2009ApJ...707.1779E -1.0 -1.0 1.5957 279 ""
J033025.21-285305.52 52.605 -28.8849 22.5 17.8 16.6 "$11.2 \pm 0.3$" 0.5 "$2.6 \pm 0.7$" 1.19 0.01 0.01 nan None 0.7 nan SN-C3 -1.0 "" -1.0 -1.0 1.19 280 ""
J032948.87-290428.29 52.4536 -29.0745 19.6 10.0 3.8 "$9.7 \pm 0.1$" 7.6 "$-2.3 \pm 0.3$" 0.08 0.04 0.02 0.0713 2dFG 16.8 nan SN-C3 -1.0 "" -1.0 -1.0 0.0713 281 ""
J032750.25-285435.94 51.9594 -28.91 23.6 7.8 4.0 "$7.5 \pm 0.4$" 0.3 "$-2.4 \pm 2.5$" 0.36 0.01 0.02 nan None nan nan SN-C3 -1.0 "" -1.0 -1.0 0.36 282 ""
J033253.19-284334.94 53.2216 -28.7264 21.2 21.2 19.5 "$11.0 \pm 0.4$" 0.1 "$3.2 \pm 0.6$" 0.78 0.03 0.01 0.6981 2dF 0.3 nan SN-C3 -1.0 "" -1.0 -1.0 0.6981 283 ""
J033240.53-283622.28 53.1689 -28.6062 20.9 9.7 5.1 "$9.9 \pm 0.2$" 1.1 "$1.3 \pm 0.4$" 0.31 0.04 0.05 0.3224 2dF 0.3 nan SN-C3 -1.0 "" -1.0 -1.0 0.3224 284 ""
J032955.16-284359.67 52.4798 -28.7332 20.1 8.5 5.4 "$8.6 \pm 0.1$" 10.7 "$1.5 \pm 0.4$" 0.04 0.02 0.03 nan None -0.1 nan SN-C3 -1.0 "" -1.0 -1.0 0.04 285 ""
J033039.37-285248.18 52.6641 -28.88 21.7 18.1 14.5 "$10.6 \pm 0.5$" 0.2 "$1.6 \pm 0.2$" 0.9 0.25 0.05 nan None 0.4 nan SN-C3 -1.0 "" 0.8911499977111816 -1.0 0.8911499977111816 286 ""
J033052.05-284813.71 52.7169 -28.8038 23.0 10.3 10.6 "$11.0 \pm 0.2$" 1.4 "$2.1 \pm 0.5$" 1.01 0.03 0.04 nan None 0.3 nan SN-C3 -1.0 "" -1.0 -1.0 1.01 287 ""
J033113.27-285423.81 52.8053 -28.9066 22.4 21.0 17.9 "$7.1 \pm 0.5$" 0.1 "$3.3 \pm 0.7$" 0.09 0.01 0.03 nan None nan nan SN-C3 0.645 2023ApJ...950..136Z -1.0 -1.0 0.645 288 ""
J033113.45-284739.74 52.806 -28.7944 20.8 25.4 19.8 "$10.0 \pm 0.7$" 0.1 "$2.6 \pm 0.7$" 0.5 0.60 0.20 0.5282 2dF 0.6 nan SN-C3 -1.0 "" -1.0 -1.0 0.5282 289 ""
J033104.38-284623.97 52.7683 -28.7733 20.4 21.9 16.6 "$9.9 \pm 0.6$" 0.4 "$1.7 \pm 0.2$" 0.6 0.45 0.15 nan None 0.7 nan SN-C3 0.6432 2012MNRAS.426.3334M -1.0 -1.0 0.6432 290 ""
J033102.79-282837.12 52.7616 -28.477 22.4 19.2 16.3 "$10.1 \pm 0.6$" 0.2 "$2.2 \pm 0.7$" 1.05 0.10 0.15 nan None 0.8 nan SN-C3 -1.0 "" -1.0 -1.0 1.05 291 ""
J033125.04-283123.68 52.8543 -28.5232 23.5 8.2 9.8 "$8.3 \pm 0.6$" 0.0 "$2.9 \pm 0.8$" 0.37 0.02 0.03 nan None nan nan SN-C3 -1.0 "" -1.0 -1.0 0.37 292 ""
J033214.61-283416.87 53.0609 -28.5714 22.9 12.3 13.8 "$10.4 \pm 0.3$" 0.3 "$2.0 \pm 0.5$" 0.8 0.05 0.05 nan None 22.5 nan SN-C3 -1.0 "" 0.8453699946403503 -1.0 0.8453699946403503 293 ""
J033259.18-283056.67 53.2466 -28.5157 22.7 11.9 14.8 "$11.0 \pm 0.2$" 3.2 "$2.4 \pm 0.6$" 0.86 0.02 0.05 nan None 0.2 nan SN-C3 -1.0 "" 0.8881999850273132 -1.0 0.8881999850273132 294 ""
J032901.75-284341.20 52.2573 -28.7281 21.1 23.8 19.2 "$9.9 \pm 0.6$" 0.1 "$2.3 \pm 0.6$" 1.1 0.25 0.45 1.1524 2dF 1.0 nan SN-C3 -1.0 "" -1.0 -1.0 1.1524 295 ""
J032856.38-284058.32 52.2349 -28.6829 20.2 24.6 18.2 "$10.0 \pm 0.7$" 0.1 "$2.0 \pm 0.3$" 0.5 0.40 0.25 nan None 0.7 nan SN-C3 0.4901 2012MNRAS.426.3334M -1.0 -1.0 0.4901 296 ""
J032705.57-284011.91 51.7732 -28.67 21.7 16.3 10.4 "$10.7 \pm 0.3$" 0.2 "$1.4 \pm 0.2$" 0.71 0.01 0.07 nan None 0.2 nan SN-C3 -1.0 "" -1.0 -1.0 0.71 297 ""
J032814.87-284132.56 52.0619 -28.6924 22.2 15.0 14.3 "$11.0 \pm 0.2$" 5.2 "$2.8 \pm 0.8$" 0.66 0.02 0.02 nan None 0.1 nan SN-C3 -1.0 "" 0.6133099794387817 -1.0 0.6133099794387817 298 ""
J032840.40-284011.95 52.1683 -28.67 21.0 22.9 18.8 "$11.3 \pm 0.2$" 2.7 "$2.9 \pm 0.9$" 0.63 0.02 0.03 0.5455 2dF 0.4 nan SN-C3 -1.0 "" -1.0 -1.0 0.5455 299 ""
J032715.42-283729.35 51.8143 -28.6248 22.1 17.3 15.9 "$11.1 \pm 0.2$" 2.3 "$2.4 \pm 0.6$" 0.74 0.10 0.03 nan None 0.0 nan SN-C3 -1.0 "" 0.6509100198745728 -1.0 0.6509100198745728 300 ""
J003350.93-432739.55 8.4622 -43.461 20.9 12.8 9.4 "$9.0 \pm 0.2$" 1.0 "$1.9 \pm 0.4$" 1.25 0.05 0.60 nan None 1.1 -14.13 SN-E2 1.25 2009ApJ...703.1778S -1.0 -1.0 1.25 301 ""
J003425.24-433308.56 8.6052 -43.5524 22.3 9.4 8.9 "$9.1 \pm 0.3$" 0.9 "$2.7 \pm 0.8$" 0.32 0.02 0.02 nan None 16.9 -13.97 SN-E2 1.027 2009ApJ...703.1778S -1.0 -1.0 1.027 302 ""
J003940.33-432927.41 9.918 -43.4909 22.7 9.3 6.8 "$8.1 \pm 0.2$" 0.9 "$1.8 \pm 0.3$" 0.32 0.01 0.03 nan None nan nan SN-E2 -1.0 "" -1.0 -1.0 0.32 303 ""
J003915.24-432729.11 9.8135 -43.4581 21.8 11.8 10.8 "$7.9 \pm 0.5$" 0.3 "$3.0 \pm 0.6$" 1.45 0.25 0.05 nan None 1.3 nan SN-E2 -1.0 "" -1.0 -1.0 1.45 304 ""
J003913.85-432805.78 9.8077 -43.4683 22.8 10.3 8.0 "$8.6 \pm 0.4$" 0.3 "$2.5 \pm 0.7$" 1.36 0.04 0.01 nan None 18.1 nan SN-E2 -1.0 "" -1.0 -1.0 1.36 305 ""
J004016.09-432710.56 10.067 -43.4529 21.8 14.0 11.0 "$9.7 \pm 0.4$" 0.2 "$3.0 \pm 0.7$" 1.0 0.05 0.35 nan None 0.9 nan SN-E2 2.37 2017AJ....153..107T 2.3695499897003174 -1.0 2.3695499897003174 306 ""
J003600.41-430702.79 9.0017 -43.1174 22.5 8.6 8.3 "$6.8 \pm 0.7$" 0.2 "$2.8 \pm 0.8$" 0.24 0.02 0.01 nan None 17.5 -14.12 SN-E2 -1.0 "" -1.0 -1.0 0.24 307 ""
J003520.37-433243.28 8.8349 -43.5454 22.3 13.2 9.9 "$7.1 \pm 0.7$" 0.1 "$2.5 \pm 0.6$" 0.37 0.03 0.01 nan None 0.9 -13.83 SN-E2 1.842 2009ApJ...703.1778S -1.0 -1.0 1.842 308 ""
J003625.72-430359.03 9.1071 -43.0664 22.4 11.1 9.1 "$7.6 \pm 0.3$" 0.2 "$2.2 \pm 0.4$" 0.31 0.02 0.02 nan None 0.6 nan SN-E2 -1.0 "" -1.0 -1.0 0.31 309 ""
J003705.04-430517.40 9.271 -43.0882 21.8 8.1 7.4 "$8.6 \pm 0.6$" 0.0 "$2.5 \pm 0.9$" 1.0 0.25 0.40 nan None 0.6 nan SN-E2 -1.0 "" -1.0 -1.0 1.0 310 ""
J003416.88-433710.02 8.5703 -43.6195 22.2 13.1 10.0 "$7.2 \pm 0.6$" 0.1 "$2.5 \pm 0.8$" 0.3 0.02 0.04 nan None 18.1 -13.85 SN-E2 -1.0 "" -1.0 -1.0 0.3 311 ""
J003634.28-430141.77 9.1428 -43.0283 20.9 13.6 10.0 "$8.6 \pm 0.2$" 1.0 "$2.5 \pm 0.8$" 0.85 0.35 0.25 nan None 0.6 -inf SN-E2 0.807 2017AJ....153..107T 0.80663001537323 -1.0 0.80663001537323 312 ""
J003536.71-430259.19 8.903 -43.0498 23.1 6.4 5.7 "$6.9 \pm 0.1$" 2.1 "$2.9 \pm 0.9$" 0.37 0.01 0.05 nan None 1.2 nan SN-E2 -1.0 "" -1.0 -1.0 0.37 313 ""
J003613.07-430204.02 9.0545 -43.0345 23.0 10.5 7.8 "$8.8 \pm 0.1$" 5.7 "$1.9 \pm 0.3$" 0.19 0.01 0.02 nan None 17.8 nan SN-E2 -1.0 "" -1.0 -1.0 0.19 314 ""
J003452.05-431928.58 8.7169 -43.3246 22.5 10.0 8.0 "$8.1 \pm 0.4$" 0.4 "$1.8 \pm 0.4$" 1.3 0.05 0.10 nan None 0.8 -13.94 SN-E2 1.298 2009ApJ...703.1778S 1.302049994468689 -1.0 1.302049994468689 315 ""
J003604.09-431752.58 9.0171 -43.2979 22.8 11.6 9.3 "$9.3 \pm 0.1$" 2.2 "$3.3 \pm 0.6$" 0.33 0.05 0.01 nan None 16.9 nan SN-E2 1.225 2009ApJ...703.1778S -1.0 -1.0 1.225 316 ""
J003453.39-431802.50 8.7224 -43.3007 21.2 13.0 9.8 "$7.8 \pm 0.4$" 0.0 "$2.0 \pm 0.4$" 1.4 0.30 0.10 nan None 1.0 -14.49 SN-E2 1.075 2009ApJ...703.1778S -1.0 -1.0 1.075 317 ""
J004009.08-431255.36 10.0378 -43.2154 19.1 14.7 11.3 "$8.1 \pm 0.5$" 0.1 "$2.8 \pm 0.8$" 0.45 0.15 0.30 nan None 1.0 nan SN-E2 0.434 2017AJ....153..107T 0.4336700141429901 -1.0 0.4336700141429901 318 ""
J004139.61-432718.37 10.415 -43.4551 23.1 11.8 8.7 "$8.7 \pm 0.4$" 0.4 "$2.4 \pm 0.6$" 0.16 0.01 0.02 nan None 0.7 nan SN-E2 -1.0 "" -1.0 -1.0 0.16 319 ""
J004053.91-431220.53 10.2246 -43.2057 23.4 4.5 6.2 "$9.0 \pm 0.4$" 0.1 "$2.2 \pm 0.8$" 1.37 0.01 0.02 nan None nan nan SN-E2 -1.0 "" -1.0 -1.0 1.37 320 ""
J004048.68-431119.01 10.2028 -43.1886 22.1 11.9 9.6 "$7.6 \pm 0.4$" 0.2 "$2.5 \pm 0.7$" 0.27 0.02 0.01 nan None 0.8 nan SN-E2 -1.0 "" -1.0 -1.0 0.27 321 ""
J004139.86-433544.07 10.4161 -43.5956 23.3 8.9 7.4 "$6.5 \pm 0.5$" 0.0 "$2.9 \pm 0.8$" 0.23 0.05 0.01 nan None nan nan SN-E2 -1.0 "" -1.0 -1.0 0.23 322 ""
